time;gFx;gFy;gFz;tgF
1.8530;-0.156;-0.924;-0.176;0.953
1.8620;-0.111;-0.99;-0.195;1.015
1.8730;-0.127;-1.022;-0.226;1.054
1.8990;-0.086;-1.068;-0.2;1.09
1.9000;-0.086;-1.068;-0.2;1.09
1.9020;-0.093;-1.052;-0.164;1.069
1.9120;-0.071;-1.048;-0.145;1.06
1.9220;-0.036;-1.038;-0.13;1.047
1.9320;0.005;-1.006;-0.114;1.012
1.9430;0.009;-0.991;-0.132;1.0
1.9520;0.031;-0.992;-0.161;1.005
1.9620;0.04;-0.974;-0.19;0.993
1.9720;0.034;-0.933;-0.23;0.962
1.9990;-0.054;-0.917;-0.202;0.941
2.0000;-0.054;-0.917;-0.202;0.941
2.0020;-0.073;-0.939;-0.226;0.969
2.0120;-0.089;-0.949;-0.235;0.982
2.0220;-0.104;-0.962;-0.232;0.995
2.0320;-0.087;-0.973;-0.234;1.005
2.0420;-0.094;-1.009;-0.242;1.042
2.0520;-0.096;-1.007;-0.226;1.037
2.0620;-0.094;-1.009;-0.193;1.032
2.0720;-0.095;-1.016;-0.182;1.037
2.0990;-0.085;-0.952;-0.21;0.979
2.1000;-0.085;-0.952;-0.21;0.979
2.1020;-0.056;-0.942;-0.23;0.971
2.1110;-0.03;-0.955;-0.203;0.977
2.1220;-0.026;-0.949;-0.182;0.967
2.1320;-0.024;-0.963;-0.168;0.978
2.1420;-0.038;-0.97;-0.173;0.986
2.1520;-0.084;-0.994;-0.181;1.014
2.1620;-0.11;-1.002;-0.179;1.024
2.1720;-0.139;-0.989;-0.168;1.013
2.1980;-0.138;-0.958;-0.139;0.978
2.1980;-0.138;-0.958;-0.139;0.978
2.2010;-0.128;-0.956;-0.138;0.974
2.2110;-0.103;-0.94;-0.14;0.956
2.2210;-0.083;-0.934;-0.148;0.949
2.2320;-0.047;-0.945;-0.145;0.957
2.2410;-0.03;-0.997;-0.139;1.007
2.2510;-0.036;-1.04;-0.13;1.049
2.2610;-0.065;-1.057;-0.125;1.066
2.2720;-0.106;-1.027;-0.128;1.04
2.2990;-0.129;-0.98;-0.141;0.998
2.3000;-0.107;-0.994;-0.115;1.006
2.3020;-0.107;-0.994;-0.115;1.006
2.3110;-0.106;-1.074;-0.106;1.084
2.3210;-0.073;-1.051;-0.099;1.058
2.3310;-0.072;-1.047;-0.104;1.055
2.3420;-0.063;-0.943;-0.115;0.952
2.3510;-0.063;-0.908;-0.131;0.92
2.3610;-0.068;-0.931;-0.114;0.94
2.3710;-0.102;-0.926;-0.129;0.94
2.3970;-0.118;-1.019;-0.133;1.034
2.3980;-0.118;-1.019;-0.133;1.034
2.4010;-0.13;-1.081;-0.113;1.095
2.4110;-0.124;-1.04;-0.117;1.054
2.4210;-0.113;-1.018;-0.116;1.031
2.4310;-0.131;-1.056;-0.105;1.069
2.4410;-0.132;-1.083;-0.113;1.097
2.4510;-0.113;-1.029;-0.127;1.043
2.4610;-0.054;-1.015;-0.092;1.021
2.4710;-0.048;-0.954;-0.094;0.96
2.4980;-0.025;-0.958;-0.09;0.963
2.4990;-0.025;-0.958;-0.09;0.963
2.5010;-0.044;-0.926;-0.061;0.929
2.5110;-0.082;-0.974;-0.053;0.979
2.5210;-0.123;-1.045;-0.082;1.055
2.5310;-0.149;-1.031;-0.122;1.049
2.5410;-0.16;-1.014;-0.112;1.033
2.5510;-0.152;-0.997;-0.101;1.014
2.5600;-0.155;-0.981;-0.078;0.996
2.5710;-0.163;-0.974;-0.062;0.989
2.5980;-0.14;-1.0;-0.093;1.014
2.5990;-0.14;-1.0;-0.093;1.014
2.6000;-0.142;-1.033;-0.094;1.047
2.6100;-0.122;-1.04;-0.122;1.054
2.6200;-0.102;-1.06;-0.136;1.074
2.6300;-0.085;-1.003;-0.13;1.015
2.6410;-0.08;-0.932;-0.088;0.94
2.6500;-0.092;-0.922;-0.055;0.928
2.6610;-0.132;-0.905;-0.039;0.915
2.6710;-0.164;-0.973;-0.055;0.988
2.6970;-0.137;-1.013;-0.086;1.026
2.6980;-0.137;-1.013;-0.086;1.026
2.7000;-0.112;-0.933;-0.085;0.944
2.7100;-0.119;-0.94;-0.063;0.95
2.7200;-0.144;-0.959;-0.056;0.971
2.7300;-0.138;-0.957;-0.051;0.968
2.7400;-0.127;-0.978;-0.031;0.987
2.7500;-0.12;-1.05;-0.077;1.06
2.7600;-0.098;-1.051;-0.141;1.065
2.7710;-0.041;-1.036;-0.12;1.044
2.7980;-0.075;-1.036;-0.148;1.049
2.7980;-0.075;-1.036;-0.148;1.049
2.8000;-0.135;-1.021;-0.126;1.038
2.8100;-0.15;-1.013;-0.136;1.033
2.8200;-0.132;-0.984;-0.159;1.005
2.8300;-0.11;-1.018;-0.162;1.037
2.8400;-0.118;-1.019;-0.152;1.037
2.8500;-0.12;-0.976;-0.135;0.993
2.8600;-0.142;-0.934;-0.133;0.954
2.8700;-0.182;-0.983;-0.083;1.003
2.8980;-0.189;-0.964;-0.048;0.984
2.8990;-0.24;-1.006;-0.099;1.039
2.9000;-0.24;-1.006;-0.099;1.039
2.9090;-0.239;-0.993;-0.061;1.023
2.9190;-0.205;-1.008;-0.075;1.031
2.9290;-0.195;-0.973;-0.084;0.996
2.9400;-0.173;-1.024;-0.073;1.041
2.9490;-0.147;-1.059;-0.079;1.072
2.9600;-0.111;-1.033;-0.076;1.042
2.9700;-0.083;-0.988;-0.07;0.994
2.9980;-0.052;-0.999;-0.074;1.003
2.9980;-0.024;-1.044;-0.091;1.048
3.0000;-0.024;-1.044;-0.091;1.048
3.0090;0.013;-1.02;-0.13;1.028
3.0190;0.043;-1.004;-0.182;1.021
3.0300;0.014;-1.171;-0.16;1.182
3.0390;-0.03;-1.149;-0.176;1.163
3.0490;-0.056;-0.962;-0.163;0.977
3.0590;-0.059;-0.887;-0.156;0.903
3.0690;-0.046;-0.888;-0.166;0.905
3.0950;-0.012;-0.853;-0.188;0.874
3.0960;-0.012;-0.853;-0.188;0.874
3.0990;0.004;-0.86;-0.158;0.874
3.1090;0.032;-0.882;-0.204;0.906
3.1190;0.064;-0.899;-0.148;0.913
3.1290;0.012;-0.986;-0.183;1.003
3.1390;-0.02;-1.004;-0.133;1.013
3.1490;-0.073;-0.986;-0.122;0.996
3.1590;-0.096;-0.996;-0.133;1.009
3.1690;-0.064;-0.993;-0.145;1.006
3.1930;-0.029;-0.979;-0.187;0.997
3.1930;-0.029;-0.979;-0.187;0.997
3.1980;-0.047;-0.939;-0.197;0.961
3.2090;-0.08;-0.909;-0.233;0.942
3.2190;-0.104;-0.838;-0.244;0.879
3.2290;-0.154;-0.679;-0.274;0.748
3.2390;-0.214;-0.637;-0.188;0.698
3.2480;-0.282;-0.86;-0.18;0.923
3.2590;-0.288;-0.96;-0.217;1.025
3.2690;-0.265;-1.004;-0.197;1.057
3.2960;-0.18;-0.94;-0.138;0.967
3.2970;-0.18;-0.94;-0.138;0.967
3.2990;-0.137;-1.012;-0.146;1.032
3.3090;-0.088;-1.073;-0.167;1.089
3.3180;-0.023;-1.106;-0.186;1.122
3.3280;0.011;-1.116;-0.16;1.127
3.3390;0.006;-1.145;-0.116;1.151
3.3480;-0.003;-1.127;-0.064;1.129
3.3590;-0.021;-1.069;-0.074;1.072
3.3680;-0.012;-0.985;-0.076;0.988
3.3980;0.069;-1.014;-0.029;1.017
3.3990;0.069;-1.014;-0.029;1.017
3.4000;0.069;-1.014;-0.029;1.017
3.4080;0.079;-1.02;-0.011;1.023
3.4180;0.062;-1.017;-0.022;1.019
3.4290;0.017;-1.001;-0.033;1.002
3.4390;-0.002;-1.07;-0.025;1.07
3.4480;0.012;-1.117;0.006;1.117
3.4580;0.04;-1.166;0.035;1.167
3.4680;0.023;-1.153;-0.053;1.154
3.4950;-0.073;-0.64;-0.011;0.644
3.4960;-0.073;-0.64;-0.011;0.644
3.4980;-0.111;-0.577;-0.041;0.589
3.5080;-0.185;-0.606;-0.097;0.641
3.5180;-0.245;-0.86;-0.094;0.899
3.5280;-0.259;-1.074;-0.148;1.115
3.5380;-0.232;-1.181;-0.083;1.206
3.5480;-0.173;-1.234;-0.029;1.246
3.5580;-0.143;-1.251;-0.031;1.26
3.5680;-0.127;-1.187;-0.013;1.194
3.5940;-0.119;-1.028;-0.009;1.035
3.5940;-0.119;-1.028;-0.009;1.035
3.5970;-0.096;-0.995;0.014;1.0
3.6080;-0.091;-0.991;0.027;0.996
3.6180;-0.083;-0.985;0.027;0.989
3.6280;-0.067;-0.958;0.039;0.961
3.6380;-0.057;-0.942;0.05;0.945
3.6480;-0.036;-0.935;0.049;0.937
3.6580;-0.029;-0.949;0.05;0.951
3.6680;-0.035;-0.97;0.063;0.973
3.6930;-0.074;-0.875;0.028;0.879
3.6940;-0.074;-0.875;0.028;0.879
3.6970;-0.099;-0.948;0.006;0.953
3.7070;-0.108;-0.996;0.029;1.002
3.7170;-0.095;-0.955;0.014;0.96
3.7280;-0.082;-0.972;0.006;0.975
3.7380;-0.086;-1.004;0.023;1.008
3.7470;-0.09;-1.008;0.021;1.012
3.7570;-0.106;-1.029;0.01;1.034
3.7670;-0.12;-1.075;0.017;1.082
3.7930;-0.142;-1.051;0.04;1.061
3.7940;-0.142;-1.051;0.04;1.061
3.7970;-0.147;-1.017;0.051;1.029
3.8070;-0.157;-1.016;0.067;1.03
3.8170;-0.171;-1.015;0.079;1.032
3.8280;-0.168;-0.989;0.097;1.008
3.8380;-0.157;-0.973;0.098;0.99
3.8470;-0.145;-0.965;0.094;0.98
3.8570;-0.138;-0.962;0.083;0.975
3.8670;-0.139;-1.015;0.073;1.027
3.8940;-0.126;-1.002;0.068;1.012
3.8950;-0.126;-1.002;0.068;1.012
3.8970;-0.124;-1.003;0.06;1.012
3.9070;-0.122;-0.975;0.053;0.984
3.9170;-0.124;-0.973;0.054;0.982
3.9270;-0.123;-0.939;0.044;0.948
3.9370;-0.126;-0.928;0.035;0.937
3.9470;-0.126;-0.941;0.04;0.95
3.9570;-0.128;-0.949;0.037;0.958
3.9670;-0.127;-0.926;0.028;0.935
3.9950;-0.127;-0.831;-0.036;0.841
3.9960;-0.141;-0.967;-0.006;0.977
3.9980;-0.141;-0.967;-0.006;0.977
4.0060;-0.133;-1.08;0.037;1.089
4.0170;-0.122;-1.123;0.089;1.133
4.0270;-0.132;-1.138;0.121;1.152
4.0370;-0.122;-1.072;0.091;1.083
4.0470;-0.128;-1.007;0.088;1.019
4.0570;-0.147;-0.993;0.111;1.01
4.0660;-0.154;-0.992;0.141;1.014
4.0950;-0.13;-0.98;0.159;1.001
4.0960;-0.13;-0.98;0.159;1.001
4.0980;-0.13;-0.98;0.159;1.001
4.1060;-0.124;-0.963;0.164;0.985
4.1170;-0.127;-0.942;0.157;0.963
4.1270;-0.131;-0.949;0.136;0.968
4.1370;-0.129;-0.953;0.109;0.968
4.1460;-0.123;-0.955;0.095;0.968
4.1570;-0.119;-0.944;0.088;0.956
4.1660;-0.122;-0.956;0.076;0.967
4.1940;-0.142;-0.981;0.074;0.994
4.1950;-0.142;-0.981;0.074;0.994
4.1970;-0.169;-1.007;0.076;1.024
4.2060;-0.2;-1.02;0.089;1.043
4.2160;-0.224;-0.99;0.12;1.022
4.2270;-0.249;-0.948;0.114;0.987
4.2360;-0.276;-0.931;0.097;0.976
4.2470;-0.307;-0.952;0.082;1.004
4.2560;-0.349;-1.014;0.086;1.076
4.2660;-0.402;-1.159;0.136;1.234
4.2920;-0.244;-1.524;0.412;1.597
4.2930;-0.244;-1.524;0.412;1.597
4.2960;-0.222;-1.616;0.292;1.657
4.3060;-0.127;-1.492;0.275;1.522
4.3160;0.12;-1.324;0.127;1.335
4.3260;0.266;-1.295;0.232;1.342
4.3360;0.31;-1.245;0.419;1.35
4.3460;0.307;-1.311;0.543;1.452
4.3560;0.112;-1.407;0.544;1.513
4.3660;0.015;-1.588;0.397;1.637
4.3910;0.002;-2.008;0.183;2.016
4.3910;0.002;-2.008;0.183;2.016
4.3960;0.051;-2.169;0.37;2.201
4.4060;0.092;-2.277;0.54;2.342
4.4150;0.166;-2.16;0.516;2.227
4.4250;0.166;-1.864;0.475;1.931
4.4360;0.107;-1.619;0.435;1.68
4.4460;0.047;-1.519;0.376;1.566
4.4560;0.031;-1.418;0.377;1.468
4.4650;0.017;-1.311;0.334;1.353
4.4920;0.05;-1.173;0.22;1.194
4.4930;0.05;-1.173;0.22;1.194
4.4950;0.049;-1.092;0.165;1.105
4.5050;0.058;-1.015;0.157;1.029
4.5150;0.048;-0.981;0.186;1.0
4.5250;0.037;-0.953;0.199;0.974
4.5360;0.043;-0.909;0.196;0.931
4.5460;0.05;-0.868;0.202;0.893
4.5560;0.049;-0.843;0.217;0.872
4.5650;0.04;-0.86;0.238;0.893
4.5930;0.05;-0.895;0.279;0.939
4.5940;0.062;-0.872;0.278;0.917
4.5960;0.062;-0.872;0.278;0.917
4.6050;0.075;-0.842;0.255;0.883
4.6150;0.087;-0.819;0.227;0.854
4.6260;0.098;-0.816;0.195;0.845
4.6350;0.105;-0.818;0.179;0.844
4.6460;0.109;-0.814;0.163;0.837
4.6550;0.112;-0.808;0.155;0.83
4.6650;0.105;-0.79;0.145;0.81
4.6920;0.081;-0.717;0.147;0.736
4.6920;0.081;-0.717;0.147;0.736
4.6950;0.082;-0.691;0.14;0.71
4.7050;0.083;-0.665;0.134;0.683
4.7150;0.072;-0.648;0.137;0.666
4.7250;0.057;-0.648;0.13;0.663
4.7350;0.039;-0.651;0.118;0.663
4.7450;0.035;-0.65;0.105;0.659
4.7550;0.042;-0.637;0.113;0.648
4.7650;0.044;-0.638;0.117;0.65
4.7920;0.057;-0.65;0.112;0.662
4.7930;0.057;-0.65;0.112;0.662
4.7950;0.054;-0.656;0.104;0.666
4.8050;0.049;-0.678;0.116;0.69
4.8150;0.043;-0.707;0.145;0.723
4.8250;0.041;-0.707;0.16;0.726
4.8340;0.045;-0.709;0.177;0.732
4.8450;0.051;-0.73;0.198;0.758
4.8550;0.063;-0.763;0.215;0.795
4.8640;0.072;-0.8;0.224;0.834
4.8930;0.068;-0.832;0.219;0.863
4.8930;0.068;-0.832;0.219;0.863
4.8950;0.059;-0.846;0.213;0.874
4.9040;0.053;-0.868;0.204;0.893
4.9150;0.051;-0.896;0.204;0.92
4.9250;0.047;-0.923;0.209;0.948
4.9340;0.049;-0.94;0.21;0.964
4.9440;0.05;-0.954;0.216;0.979
4.9550;0.038;-0.955;0.23;0.983
4.9640;0.026;-0.956;0.233;0.984
4.9920;0.007;-0.961;0.231;0.988
4.9930;0.007;-0.961;0.231;0.988
4.9950;0.01;-0.952;0.225;0.978
5.0040;0.021;-0.95;0.212;0.974
5.0140;0.019;-1.005;0.191;1.023
5.0240;0.036;-1.032;0.186;1.049
5.0340;0.02;-1.048;0.267;1.082
5.0440;-0.033;-1.092;0.298;1.132
5.0540;-0.061;-1.084;0.316;1.131
5.0640;-0.085;-0.968;0.362;1.037
5.0920;-0.081;-0.842;0.347;0.914
5.0920;-0.081;-0.842;0.347;0.914
5.0940;-0.05;-0.807;0.314;0.867
5.1040;-0.02;-0.774;0.225;0.806
5.1140;-0.003;-0.786;0.161;0.802
5.1240;-0.004;-0.767;0.127;0.777
5.1340;-0.004;-0.753;0.107;0.761
5.1440;0.004;-0.723;0.08;0.727
5.1540;0.011;-0.686;0.076;0.69
5.1640;0.009;-0.676;0.095;0.683
5.1920;0.012;-0.66;0.134;0.674
5.1920;0.012;-0.66;0.134;0.674
5.1940;-0.004;-0.651;0.156;0.669
5.2040;-0.024;-0.654;0.153;0.672
5.2130;-0.037;-0.668;0.158;0.687
5.2240;-0.053;-0.666;0.166;0.688
5.2340;-0.06;-0.72;0.189;0.747
5.2440;-0.081;-0.781;0.243;0.822
5.2540;-0.107;-0.793;0.238;0.835
5.2640;-0.112;-0.816;0.251;0.861
5.2920;-0.107;-0.902;0.221;0.935
5.2930;-0.107;-0.902;0.221;0.935
5.2950;-0.107;-0.902;0.221;0.935
5.3030;-0.12;-0.984;0.279;1.03
5.3140;-0.147;-0.983;0.261;1.028
5.3230;-0.168;-0.988;0.276;1.039
5.3330;-0.164;-0.986;0.33;1.053
5.3440;-0.163;-0.966;0.323;1.032
5.3540;-0.16;-0.939;0.266;0.989
5.3630;-0.129;-0.974;0.229;1.009
5.3910;-0.122;-1.08;0.258;1.117
5.3920;-0.148;-1.04;0.22;1.073
5.3940;-0.148;-1.04;0.22;1.073
5.4030;-0.15;-1.052;0.258;1.094
5.4130;-0.141;-1.06;0.269;1.103
5.4230;-0.141;-1.025;0.243;1.063
5.4330;-0.129;-0.996;0.221;1.028
5.4430;-0.112;-0.997;0.197;1.022
5.4530;-0.097;-1.001;0.182;1.022
5.4630;-0.091;-1.007;0.171;1.025
5.4890;-0.092;-1.001;0.145;1.016
5.4900;-0.092;-1.001;0.145;1.016
5.4930;-0.094;-0.983;0.138;0.997
5.5030;-0.101;-0.975;0.15;0.992
5.5130;-0.107;-0.931;0.152;0.949
5.5230;-0.092;-0.94;0.181;0.962
5.5330;-0.085;-0.946;0.214;0.974
5.5430;-0.082;-0.922;0.227;0.953
5.5530;-0.076;-0.927;0.209;0.953
5.5630;-0.065;-0.958;0.192;0.979
5.5890;-0.061;-0.966;0.163;0.982
5.5900;-0.061;-0.966;0.163;0.982
5.5920;-0.06;-0.952;0.162;0.968
5.6020;-0.057;-0.941;0.159;0.956
5.6120;-0.054;-0.955;0.175;0.972
5.6220;-0.052;-0.969;0.176;0.986
5.6330;-0.047;-0.991;0.185;1.009
5.6430;-0.042;-1.015;0.209;1.037
5.6530;-0.043;-1.003;0.212;1.026
5.6620;-0.037;-0.98;0.201;1.001
5.6890;-0.026;-0.971;0.159;0.984
5.6900;-0.026;-0.971;0.159;0.984
5.6920;-0.036;-0.988;0.153;1.0
5.7020;-0.042;-1.017;0.183;1.034
5.7120;-0.059;-1.031;0.217;1.055
5.7220;-0.064;-1.014;0.241;1.044
5.7320;-0.06;-0.978;0.229;1.006
5.7430;-0.052;-0.981;0.214;1.005
5.7520;-0.053;-1.004;0.198;1.025
5.7620;-0.063;-1.032;0.19;1.051
5.7890;-0.065;-1.021;0.199;1.042
5.7900;-0.065;-1.021;0.199;1.042
5.7920;-0.056;-1.029;0.208;1.051
5.8020;-0.054;-1.045;0.208;1.067
5.8120;-0.056;-1.057;0.215;1.08
5.8220;-0.057;-1.068;0.223;1.093
5.8320;-0.041;-1.037;0.217;1.06
5.8430;-0.03;-0.99;0.188;1.008
5.8520;-0.02;-0.988;0.187;1.006
5.8620;-0.023;-1.043;0.202;1.063
5.8880;-0.007;-1.084;0.248;1.112
5.8890;-0.007;-1.084;0.248;1.112
5.8920;-0.006;-1.088;0.244;1.115
5.9020;-0.019;-1.061;0.233;1.086
5.9120;-0.024;-1.039;0.219;1.062
5.9220;-0.023;-1.014;0.204;1.035
5.9320;-0.025;-0.993;0.192;1.012
5.9420;-0.019;-0.979;0.185;0.997
5.9520;-0.032;-0.967;0.172;0.983
